,AGMTNO,CUTDATE,MOB,OPENING_BUCKET,SEGMENT_ROF,PORTFOLIO,STATE,AGE,CIBIL_SCORE,APPSCORE,PRNT_BNC_MOB_RATIO,DISBURSALS,OUTSTANDING_BALANCE,EXT_DPD_SEG_TYPE_FINAL,REGIONAL_GROUPING,CUST_LATEST_STRAIGHT_THROUGH_FLOW,NOT_RF,MONTS_SINCE_LATEST_RF,MONTS_SINCE_LATEST_STAB,FIRST_TIME_STAB_MOB,AVG_INTER_STAB_TIME,LATEST_MNT_FOLLOWUP_RESULT_CODE_GRP,LATEST_MNT_DIFF_FIRSTFOLLUP_RECEIPTDT_DD,LATEST_3MNT_FOLLOWUP_NOTCONTACT,LATEST_3MNTAVG_DIFF_FIRSTFOLLUP_EMIDT_DD,LATEST_3MNT_NOT_RECEIPT_LQ21DAYS,NO_EARLY_DRE_PAYMENTS_LQ16D,RECP_LQ6M__MODE_CCR_DAY,OFFLINE__L12M_MODE_CCR_DAY,OD_DPD_CAT_L3M
7908,UP3064PA0015171,31-OCT-24,2,0,1.HR,CD,UP,31,,,0.0,836722.0,182313.0,1.Paying_Outside,UP N & W,0,1.0,1.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,1,14,0,F
7909,UP3064PA0015174,31-OCT-24,2,0,3.LR,CD,UP,25,,,0.0,53602.0,13141.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7910,UP3064PA0015211,31-OCT-24,2,0,1.HR,CD,UP,46,,,0.13,44590.0,4202.0,3:NO_OFFUS,UP N & W,0,1.0,1.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,4,0,F
7911,UP3064PA0015220,31-OCT-24,2,0,1.HR,CD,UP,34,,,0.0,13999.0,3500.0,3:NO_OFFUS,UP N & W,0,1.0,1.0,0.0,0.0,0.0,CONTACT,14.0,0.0,13.0,0.0,0,30,0,F
7912,UP3064PA0015248,31-OCT-24,2,0,2.MR,CD,UP,30,,,0.0,1043105.0,397755.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
7913,UP3064PA0015249,31-OCT-24,2,0,2.MR,TW,UP,28,,,0.0,141897.0,108639.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7914,UP3064PA0015260,31-OCT-24,2,0,3.LR,TW,UP,25,,,0.42,244776.0,30467.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7915,UP3064PA0015273,31-OCT-24,2,0,2.MR,TW,UP,28,,,0.0,296443.0,34715.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,2,0,P
7916,UP3064PA0015282,31-OCT-24,2,0,3.LR,CD,UP,24,,,0.13,20448.0,,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
7917,UP3064PA0015287,31-OCT-24,1,0,3.LR,CD,UP,23,,,0.17,68661.0,22994.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7918,UP3064PA0015291,31-OCT-24,1,0,2.MR,CD,UP,24,,,,121757.0,21943.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7919,UP3064PA0015314,31-OCT-24,2,0,2.MR,CD,UP,30,,,,,,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,4,0,P
7920,UP3064PA0015324,31-OCT-24,2,0,2.MR,CD,UP,25,,,0.0,547710.0,165296.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
7921,UP3064PA0015331,31-OCT-24,2,0,2.MR,TW,UP,29,,,0.0,740756.0,104467.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,31,0,P
7922,UP3064PA0015341,31-OCT-24,2,0,1.HR,CD,UP,26,,,0.0,628619.0,258466.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PAID,10.0,0.0,13.0,0.0,0,26,26,P
7923,UP3064PA0015344,31-OCT-24,1,0,2.MR,CD,UP,31,,,0.0,86782.0,11313.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7924,UP3064PA0015402,31-OCT-24,1,0,2.MR,CD,UP,52,,,0.0,250608.0,8100.0,2.Not_Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7925,UP3064PA0015406,31-OCT-24,1,0,2.MR,CD,UP,34,,,0.0,2522422.0,936681.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7926,UP3064PA0015450,31-OCT-24,1,0,2.MR,CD,UP,29,,,0.0,351943.0,238979.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7927,UP3064PA0015453,31-OCT-24,1,0,2.MR,CD,UP,25,,,0.13,230058.0,78545.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7928,UP3064PA0015459,31-OCT-24,1,0,2.MR,CD,UP,37,,,0.13,1242040.0,158113.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7929,UP3064PA0015477,31-OCT-24,1,0,2.MR,CD,UP,35,,,0.0,43135.0,227747.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7930,UP3064PA0015479,31-OCT-24,1,0,2.MR,CD,UP,25,,,0.13,371949.0,85599.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7931,UP3064PA0015500,31-OCT-24,1,0,3.LR,CD,UP,28,,,,,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
7932,UP3064PA0015501,31-OCT-24,1,0,2.MR,CD,UP,38,,,0.0,25949.0,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
7933,UP3064PA0015508,31-OCT-24,1,0,3.LR,CD,UP,27,,,0.0,21129.0,7923.0,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
7934,UP3064PA0015513,31-OCT-24,1,0,3.LR,CD,UP,26,,,0.17,757302.0,658780.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
7935,UP3064PA0015520,31-OCT-24,1,0,3.LR,CD,UP,34,,,,,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
7936,UP3064PA0015531,31-OCT-24,1,0,3.LR,CD,UP,33,,,0.0,24849.0,6225.0,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
7937,AP3019CP0021992,31-OCT-24,3,0,2.MR,CD,AP,51,,,0.0,28914.0,,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7938,AP3019CP0021994,31-OCT-24,3,0,1.HR,CD,AP,49,,,0.0,33948.0,24173.0,1.Paying_Outside,AP & TS,0,1.0,1.0,0.0,0.0,0.0,PTP,15.0,0.0,12.0,0.0,0,30,30,FP
7939,AP3019CP0021997,31-OCT-24,3,0,2.MR,CD,AP,32,,,0.0,92042.0,68166.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,2.0,0.0,16.0,1.0,0,21,21,PP
7940,AP3019CP0022001,31-OCT-24,3,0,2.MR,CD,AP,56,,,0.0,904544.0,74301.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7941,AP3019CP0022002,31-OCT-24,2,0,1.HR,CD,AP,26,,,0.1,103500.0,,2.Not_Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,12.0,0.0,8.0,0.0,0,23,23,P
7942,AP3019CP0022005,31-OCT-24,2,0,2.MR,CD,AP,37,,,0.0,16933.0,,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,6.0,0.0,13.0,0.0,0,22,0,P
7943,AP3019CP0022011,31-OCT-24,2,0,1.HR,CD,AP,41,,,0.0,111503.0,37627.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,14.0,0.0,13.0,0.0,0,30,30,P
7944,AP3019CP0022091,31-OCT-24,2,0,3.LR,CD,AP,23,,,0.0,38114.0,4795.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
7945,AP3019CP0022104,31-OCT-24,2,0,2.MR,CD,AP,44,,,0.11,33600.0,1375.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,CONTACT,3.0,0.0,4.0,1.0,1,10,0,P
7946,AP3019CP0022109,31-OCT-24,2,0,2.MR,CD,AP,23,,,0.0,33498.0,14355.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7947,AP3019CP0022118,31-OCT-24,2,0,2.MR,CD,AP,48,,,0.0,510263.0,25162.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PTP,1.0,0.0,13.0,1.0,0,17,17,P
7948,AP3019CP0022124,31-OCT-24,2,0,2.MR,CD,AP,34,,,0.0,69738.0,19415.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,3.0,0.0,14.0,1.0,0,20,20,P
7949,AP3019CP0022129,31-OCT-24,2,0,2.MR,CD,AP,32,,,0.0,33403.0,6843.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7950,AP3019CP0022135,31-OCT-24,2,0,2.MR,CD,AP,32,,,0.0,1514361.0,543321.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7951,AP3019CP0022151,31-OCT-24,2,0,2.MR,CD,AP,40,,,0.0,2361670.0,631846.0,2.Not_Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7952,AP3019CP0022159,31-OCT-24,2,0,2.MR,CD,AP,54,,,0.0,19674.0,14055.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7953,AP3019CP0022165,31-OCT-24,2,0,2.MR,CD,AP,30,,,0.0,36449.0,21870.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7954,AP3019CP0022168,31-OCT-24,2,0,3.LR,CD,AP,32,,,0.0,2927719.0,207585.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PTP,1.0,0.0,10.0,1.0,1,14,14,P
7955,AP3019CP0022197,31-OCT-24,2,0,2.MR,CD,AP,42,,,0.0,927243.0,376662.0,2.Not_Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7956,AP3019CP0022198,31-OCT-24,2,0,2.MR,CD,AP,31,,,0.0,1805556.0,1430087.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7957,AP3019CP0022215,31-OCT-24,2,0,2.MR,CD,AP,25,,,0.0,2291030.0,301173.0,2.Not_Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7958,AP3146CP0000605,31-OCT-24,3,0,1.HR,CD,AP,44,,,0.0,679290.0,427595.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,31,0,PP
7959,AP3146CP0000611,31-OCT-24,3,0,1.HR,CD,AP,29,,,0.0,115279.0,,1.Paying_Outside,AP & TS,0,2.0,1.0,0.0,0.0,0.0,PAID,0.0,0.0,7.0,2.0,2,8,8,FF
7960,AP3146CP0000626,31-OCT-24,3,0,2.MR,CD,AP,25,,,0.0,219250.0,213400.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7961,AP3146CP0000631,31-OCT-24,3,0,2.MR,CD,AP,32,,,0.0,46437.0,32898.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7962,AP3146CP0000632,31-OCT-24,3,0,2.MR,CD,AP,28,,,0.0,1030002.0,663272.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7963,AP3146CP0000637,31-OCT-24,3,0,1.HR,CD,AP,25,,,0.0,19948.0,4988.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,18.0,0.0,7.0,1.0,1,8,28,PP
7964,AP3146CP0000651,31-OCT-24,3,0,2.MR,CD,AP,47,,,0.0,1933000.0,95896.0,2.Not_Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7965,AP3146CP0000672,31-OCT-24,3,0,2.MR,CD,AP,49,,,0.0,43120.0,30141.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7966,AP3146CP0000681,31-OCT-24,3,0,2.MR,CD,AP,33,,,0.0,20949.0,,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,0.0,0.0,0,0,0,PP
7967,AP3146CP0000687,31-OCT-24,3,0,2.MR,CD,AP,46,,,0.0,699649.0,162057.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7968,AP3146CP0000708,31-OCT-24,3,0,2.MR,CD,AP,29,,,0.0,27048.0,10460.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7969,AP3146CP0000721,31-OCT-24,2,0,1.HR,CD,AP,29,,,0.0,18905.0,4726.0,3:NO_OFFUS,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PAID,10.0,0.0,12.0,0.0,0,25,25,P
7970,AP3146CP0000725,31-OCT-24,2,0,2.MR,CD,AP,32,,,0.0,114192.0,49540.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7971,AP3146CP0000726,31-OCT-24,2,0,2.MR,CD,AP,24,,,0.0,195396.0,103225.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7972,AP3146CP0000728,31-OCT-24,2,0,2.MR,CD,AP,41,,,0.0,42519.0,8116.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7973,AP3146CP0000746,31-OCT-24,2,0,2.MR,CD,AP,54,,,0.0,746463.0,631504.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7974,AP3146CP0000751,31-OCT-24,2,0,2.MR,CD,AP,28,,,0.0,117298.0,78595.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
7975,AP3146CP0000756,31-OCT-24,2,0,3.LR,CD,AP,45,,,0.0,1257514.0,972995.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,PTP,0.0,0.0,7.0,1.0,1,10,10,P
7976,WB3078PA0060608,31-OCT-24,1,0,3.LR,CD,WB,27,,,0.13,75996.0,6211.0,1.Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7977,WB3078PA0060610,31-OCT-24,1,0,2.MR,CD,WB,31,,,0.14,2261610.0,637158.0,2.Not_Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7978,WB3078PA0060617,31-OCT-24,1,0,3.LR,CD,WB,24,,,0.0,29798.0,13384.0,1.Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7979,WB3078PA0060621,31-OCT-24,1,0,2.MR,CD,WB,37,,,0.0,1534354.0,170456.0,2.Not_Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7980,WB3078PA0060641,31-OCT-24,1,0,3.LR,CD,WB,27,,,0.0,354655.0,100426.0,1.Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7981,WB3078PA0060649,31-OCT-24,1,0,2.MR,CD,WB,28,,,,1762892.0,477210.0,1.Paying_Outside,WB,0,,,,,,,,,,,0,0,0,
7982,AP3115PA0004658,31-OCT-24,3,0,3.LR,CD,AP,36,,,0.0,98662.0,59207.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7983,AP3115PA0004659,31-OCT-24,3,0,2.MR,CD,AP,28,,,0.0,716200.0,286323.0,1.Paying_Outside,AP & TS,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7984,UP3064PA0014890,31-OCT-24,3,0,3.LR,CD,UP,24,,,0.0,18099.0,3500.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,1,0,PP
7985,UP3064PA0014895,31-OCT-24,3,0,2.MR,CD,UP,26,,,0.14,75017.0,12298.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7986,UP3064PA0014903,31-OCT-24,3,0,2.MR,CD,UP,26,,,0.0,38448.0,16020.0,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PAID,2.0,0.0,10.0,1.0,1,15,0,PP
7987,UP3064PA0014904,31-OCT-24,3,0,3.LR,CD,UP,26,,,0.0,61187.0,16092.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7988,UP3064PA0014951,31-OCT-24,3,0,3.LR,TW,UP,44,,,0.0,197537.0,20033.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7989,UP3064PA0014952,31-OCT-24,3,0,3.LR,CD,UP,29,,,0.0,387228.0,239578.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,3,0,PP
7990,UP3064PA0014963,31-OCT-24,3,0,2.MR,CD,UP,52,,,0.0,55972.0,6054.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,PP
7991,UP3064PA0014973,31-OCT-24,3,0,2.MR,CD,UP,42,,,0.0,365642.0,189360.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,4.0,0.0,9.0,1.0,1,16,0,PP
7992,UP3064PA0014974,31-OCT-24,3,0,2.MR,CD,UP,28,,,0.0,38289.0,30000.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,8,0,PP
7993,UP3064PA0014981,31-OCT-24,3,0,2.MR,CD,UP,30,,,0.0,194972.0,93952.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,PP
7994,UP3064PA0014985,31-OCT-24,3,0,2.MR,CD,UP,42,,,0.0,28599.0,,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,12.0,1.0,1,15,15,PP
7995,UP3064PA0014986,31-OCT-24,3,0,2.MR,CD,UP,41,,,0.0,174282.0,64367.0,2.Not_Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7996,UP3064PA0014987,31-OCT-24,3,0,2.MR,CD,UP,29,,,0.0,116235.0,21485.0,2.Not_Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
7997,UP3064PA0014988,31-OCT-24,3,0,3.LR,CD,UP,31,,,0.0,981448.0,935968.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,15,0,PP
7998,UP3064PA0014993,31-OCT-24,3,0,2.MR,CD,UP,26,,,0.0,23590.0,,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,0.0,1.0,1,3,0,PP
7999,UP3064PA0014994,31-OCT-24,3,0,2.MR,CD,UP,25,,,0.0,19181.0,3344.0,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,30,0,PP
8000,UP3064PA0015022,31-OCT-24,3,0,1.HR,CD,UP,24,,,0.0,115799.0,40809.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,PTP,12.0,0.0,10.0,0.0,0,25,0,PP
8001,UP3064PA0015052,31-OCT-24,3,0,3.LR,CD,UP,28,,,0.0,35949.0,16542.0,3:NO_OFFUS,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
8002,UP3064PA0015056,31-OCT-24,3,0,1.HR,CD,UP,30,,,0.0,160637.0,33442.0,1.Paying_Outside,UP N & W,0,2.0,1.0,0.0,0.0,0.0,PAID,0.0,0.0,9.0,1.0,1,3,3,FF
8003,TN3004UT0028303,31-OCT-24,1,0,,TW,TN,32,,,0.0,2887158.0,643864.0,2.Not_Paying_Outside,TN III,0,,,,,,,,,,,0,25,25,
8004,TN3004UT0028311,31-OCT-24,1,0,2.MR,TW,TN,29,,,0.0,259401.0,146086.0,2.Not_Paying_Outside,TN III,0,,,,,,,,,,,0,0,0,
8005,TN3004UT0028343,31-OCT-24,1,0,,TW,TN,52,,,0.0,1173750.0,54046.0,2.Not_Paying_Outside,TN III,0,,,,,,,,,,,0,0,0,
8006,TN3004UT0028347,31-OCT-24,1,0,3.LR,TW,TN,24,,,0.0,188872.0,121853.0,1.Paying_Outside,TN III,0,,,,,,,,,,,0,0,0,
8007,TN3004UT0028353,31-OCT-24,1,0,2.MR,TW,TN,53,,,0.0,1315300.0,507739.0,2.Not_Paying_Outside,TN III,0,,,,,,,,,,,0,0,0,
8008,TN3004UT0028354,31-OCT-24,1,0,,TW,TN,51,,,0.15,95595.0,47606.0,3:NO_OFFUS,TN III,0,,,,,,,,,,,0,0,0,
8009,TN3004UT0028370,31-OCT-24,1,0,3.LR,TW,TN,42,,,0.0,1869158.0,259904.0,1.Paying_Outside,TN III,0,,,,,,,,,,,0,0,0,
8010,UP3041PA0016576,31-OCT-24,2,0,2.MR,CD,UP,36,,,0.0,52249.0,,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
8011,UP3041PA0016586,31-OCT-24,2,0,3.LR,CD,UP,24,,,0.17,104098.0,5000.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
8012,UP3041PA0016613,31-OCT-24,2,0,2.MR,TW,UP,25,,,0.0,87666.0,77711.0,1.Paying_Outside,UP N & W,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,P
8013,UP3041PA0016615,31-OCT-24,1,0,2.MR,CD,UP,45,,,0.0,22749.0,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
8014,UP3041PA0016629,31-OCT-24,1,0,3.LR,CD,UP,22,,,0.0,28698.0,12929.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,30,0,
8015,UP3041PA0016666,31-OCT-24,1,0,2.MR,CD,UP,23,,,0.13,129824.0,100661.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,27,0,
8016,UP3041PA0016675,31-OCT-24,1,0,3.LR,CD,UP,39,,,0.0,1165343.0,85145.0,2.Not_Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8017,UP3041PA0016682,31-OCT-24,1,0,2.MR,CD,UP,28,,,0.0,64412.0,8799.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8018,UP3041PA0016687,31-OCT-24,1,0,3.LR,CD,UP,23,,,0.0,92691.0,7999.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,30,0,
8019,UP3041PA0016690,31-OCT-24,1,0,2.MR,CD,UP,28,,,0.0,1390666.0,1060352.0,2.Not_Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8020,UP3041PA0016716,31-OCT-24,1,0,3.LR,TW,UP,24,,,0.12,58650.0,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
8021,UP3041PA0016718,31-OCT-24,1,0,3.LR,CD,UP,24,,,0.0,20348.0,13568.0,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
8022,UP3041PA0016727,31-OCT-24,1,0,2.MR,CD,UP,30,,,0.0,881961.0,446828.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8023,UP3041PA0016730,31-OCT-24,1,0,3.LR,CD,UP,22,,,,35147.0,10676.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8024,UP3041PA0016737,31-OCT-24,1,0,3.LR,CD,UP,24,,,0.0,14698.0,5511.0,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
8025,UP3041PA0016742,31-OCT-24,1,0,2.MR,CD,UP,26,,,0.0,233520.0,11007.0,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8026,UP3041PA0016743,31-OCT-24,1,0,3.LR,CD,UP,53,,,0.0,81841.0,,1.Paying_Outside,UP N & W,0,,,,,,,,,,,0,0,0,
8027,UP3041PA0016747,31-OCT-24,1,0,2.MR,CD,UP,35,,,,,,3:NO_OFFUS,UP N & W,0,,,,,,,,,,,0,0,0,
